code,alt_code,usage,usage_uk,description,modifier_4,modifier_5,qualifiers,gender_mask,min_age,max_age,tree_description
I63.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.211 Cerebral infarction due to unspecified occlusion or stenosis of right vertebral artery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.231 Cerebral infarction due to unspecified occlusion or stenosis of right carotid arteries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.311 Cerebral infarction due to thrombosis of right middle cerebral artery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.321 Cerebral infarction due to thrombosis of right anterior cerebral artery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.6,I636,DEFAULT,3,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",,,,NA,25,NA,
I63.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I63.9,I639,DEFAULT,3,"Cerebral infarction, unspecified",,,,NA,25,NA,
I65.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I65.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I65.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I65.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I65.1,I651,DEFAULT,3,Occlusion and stenosis of basilar artery,,,,NA,NA,NA,
I65.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I65.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I65.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I65.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I65.8,I658,DEFAULT,3,Occlusion and stenosis of other precerebral artery,,,,NA,NA,NA,
I65.9,I659,DEFAULT,3,Occlusion and stenosis of unspecified precerebral artery,,,,NA,NA,NA,
I66.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I66.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I66.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I66.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I66.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I66.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I66.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I66.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I66.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I66.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I66.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I66.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I66.3,I663,DEFAULT,3,Occlusion and stenosis of cerebellar arteries,,,,NA,NA,NA,
I66.8,I668,DEFAULT,3,Occlusion and stenosis of other cerebral artery,,,,NA,NA,NA,
I66.9,I669,DEFAULT,3,Occlusion and stenosis of unspecified cerebral artery,,,,NA,NA,NA,
I67.0,I670,DEFAULT,3,"Dissection of cerebral arteries, nonruptured",,,,NA,NA,NA,
I67.1,I671,DEFAULT,3,"Cerebral aneurysm, nonruptured",,,,NA,NA,NA,
I67.2,I672,DEFAULT,3,Cerebral atherosclerosis,,,,NA,25,NA,
I67.3,I673,DEFAULT,3,Progressive vascular leukoencephalopathy,,,,NA,NA,NA,
I67.4,I674,DEFAULT,3,Hypertensive encephalopathy,,,,NA,NA,NA,
I67.5,I675,DEFAULT,3,Moyamoya disease,,,,NA,NA,NA,
I67.6,I676,DEFAULT,3,Nonpyogenic thrombosis of intracranial venous system,,,,NA,NA,NA,
I67.7,I677,DEFAULT,3,"Cerebral arteritis, not elsewhere classified",,,,NA,25,NA,
I67.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I67.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I67.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I67.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I67.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I67.850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I67.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I67.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I67.9,I679,DEFAULT,3,"Cerebrovascular disease, unspecified",,,,NA,NA,NA,
I68.0,I680,ASTERISK,2,Cerebral amyloid angiopathy,,,,NA,NA,NA,
I68.2,I682,ASTERISK,2,Cerebral arteritis in other diseases classified elsewhere,,,,NA,NA,NA,
I68.8,I688,ASTERISK,2,Other cerebrovascular disorders in diseases classified elsewhere,,,,NA,NA,NA,
I69.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
