code,alt_code,usage,usage_uk,description,modifier_4,modifier_5,qualifiers,gender_mask,min_age,max_age,tree_description
I60.4,I604,DEFAULT,3,Subarachnoid haemorrhage from basilar artery,,,,NA,NA,NA,
I60.5,I605,DEFAULT,3,Subarachnoid haemorrhage from vertebral artery,,,,NA,NA,NA,
I60.6,I606,DEFAULT,3,Subarachnoid haemorrhage from other intracranial arteries,,,,NA,NA,NA,
I60.7,I607,DEFAULT,3,"Subarachnoid haemorrhage from intracranial artery, unspecified",,,,NA,NA,NA,
I60.8,I608,DEFAULT,3,Other subarachnoid haemorrhage,,,,NA,NA,NA,
I60.9,I609,DEFAULT,3,"Subarachnoid haemorrhage, unspecified",,,,NA,NA,NA,
I61,I61,DEFAULT,3,Intracerebral haemorrhage,,,,NA,NA,NA,
I61.0,I610,DEFAULT,3,"Intracerebral haemorrhage in hemisphere, subcortical",,,,NA,NA,NA,
I61.1,I611,DEFAULT,3,"Intracerebral haemorrhage in hemisphere, cortical",,,,NA,NA,NA,
I61.2,I612,DEFAULT,3,"Intracerebral haemorrhage in hemisphere, unspecified",,,,NA,NA,NA,
I61.3,I613,DEFAULT,3,Intracerebral haemorrhage in brain stem,,,,NA,NA,NA,
I61.4,I614,DEFAULT,3,Intracerebral haemorrhage in cerebellum,,,,NA,NA,NA,
I61.5,I615,DEFAULT,3,"Intracerebral haemorrhage, intraventricular",,,,NA,NA,NA,
I61.6,I616,DEFAULT,3,"Intracerebral haemorrhage, multiple localized",,,,NA,NA,NA,
I61.8,I618,DEFAULT,3,Other intracerebral haemorrhage,,,,NA,NA,NA,
I61.9,I619,DEFAULT,3,"Intracerebral haemorrhage, unspecified",,,,NA,NA,NA,
I62,I62,DEFAULT,3,Other nontraumatic intracranial haemorrhage,,,,NA,NA,NA,
I62.0,I620,DEFAULT,3,Subdural haemorrhage (acute)(nontraumatic),,,,NA,NA,NA,
I62.1,I621,DEFAULT,3,Nontraumatic extradural haemorrhage,,,,NA,NA,NA,
I62.9,I629,DEFAULT,3,"Intracranial haemorrhage (nontraumatic), unspecified",,,,NA,NA,NA,
I63,I63,DEFAULT,3,Cerebral infarction,,,,NA,NA,NA,
I63.0,I630,DEFAULT,3,Cerebral infarction due to thrombosis of precerebral arteries,,,,NA,25,NA,
I63.1,I631,DEFAULT,3,Cerebral infarction due to embolism of precerebral arteries,,,,NA,25,NA,
I63.2,I632,DEFAULT,3,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,,,,NA,25,NA,
I63.3,I633,DEFAULT,3,Cerebral infarction due to thrombosis of cerebral arteries,,,,NA,25,NA,
I63.4,I634,DEFAULT,3,Cerebral infarction due to embolism of cerebral arteries,,,,NA,25,NA,
I63.5,I635,DEFAULT,3,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,,,,NA,25,NA,
I63.6,I636,DEFAULT,3,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",,,,NA,25,NA,
I63.8,I638,DEFAULT,3,Other cerebral infarction,,,,NA,25,NA,
I63.9,I639,DEFAULT,3,"Cerebral infarction, unspecified",,,,NA,25,NA,
I64,I64X,DEFAULT,3,"Stroke, not specified as haemorrhage or infarction",,,,NA,25,NA,
I67.0,I670,DEFAULT,3,"Dissection of cerebral arteries, nonruptured",,,,NA,NA,NA,
I67.1,I671,DEFAULT,3,"Cerebral aneurysm, nonruptured",,,,NA,NA,NA,
I67.3,I673,DEFAULT,3,Progressive vascular leukoencephalopathy,,,,NA,NA,NA,
I67.4,I674,DEFAULT,3,Hypertensive encephalopathy,,,,NA,NA,NA,
I67.5,I675,DEFAULT,3,Moyamoya disease,,,,NA,NA,NA,
I67.6,I676,DEFAULT,3,Nonpyogenic thrombosis of intracranial venous system,,,,NA,NA,NA,
I67.7,I677,DEFAULT,3,"Cerebral arteritis, not elsewhere classified",,,,NA,25,NA,
I67.8,I678,DEFAULT,3,Other specified cerebrovascular diseases,,,,NA,NA,NA,
I67.9,I679,DEFAULT,3,"Cerebrovascular disease, unspecified",,,,NA,NA,NA,
I68,I68,ASTERISK,2,Cerebrovascular disorders in diseases classified elsewhere,,,,NA,NA,NA,
I68.0,I680,ASTERISK,2,Cerebral amyloid angiopathy,,,,NA,NA,NA,
I68.1,I681,ASTERISK,2,Cerebral arteritis in infectious and parasitic diseases classified elsewhere,,,,NA,NA,NA,
I68.2,I682,ASTERISK,2,Cerebral arteritis in other diseases classified elsewhere,,,,NA,NA,NA,
I68.8,I688,ASTERISK,2,Other cerebrovascular disorders in diseases classified elsewhere,,,,NA,NA,NA,
I69,I69,DEFAULT,3,Sequelae of cerebrovascular disease,,,,NA,NA,NA,
I69.0,I690,DEFAULT,3,Sequelae of subarachnoid haemorrhage,,,,NA,NA,NA,
I69.1,I691,DEFAULT,3,Sequelae of intracerebral haemorrhage,,,,NA,NA,NA,
I69.2,I692,DEFAULT,3,Sequelae of other nontraumatic intracranial haemorrhage,,,,NA,NA,NA,
I69.3,I693,DEFAULT,3,Sequelae of cerebral infarction,,,,NA,NA,NA,
I69.4,I694,DEFAULT,3,"Sequelae of stroke, not specified as haemorrhage or infarction",,,,NA,NA,NA,
I69.8,I698,DEFAULT,3,Sequelae of other and unspecified cerebrovascular diseases,,,,NA,NA,NA,
I11.0,I110,DEFAULT,3,Hypertensive heart disease with (congestive) heart failure,,,,NA,NA,NA,
I13.0,I130,DEFAULT,3,Hypertensive heart and renal disease with (congestive) heart failure,,,,NA,NA,NA,
I13.2,I132,DEFAULT,3,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,,,,NA,NA,NA,
I50,I50,DEFAULT,3,Heart failure,,,,NA,NA,NA,
I50.0,I500,DEFAULT,3,Congestive heart failure,,,,NA,NA,NA,
I50.1,I501,DEFAULT,3,Left ventricular failure,,,,NA,NA,NA,
I50.9,I509,DEFAULT,3,"Heart failure, unspecified",,,,NA,NA,NA,
I48.0,I480,DEFAULT,3,Paroxysmal atrial fibrillation,,,,NA,NA,NA,
I48.1,I481,DEFAULT,3,Persistent atrial fibrillation,,,,NA,NA,NA,
I48.2,I482,DEFAULT,3,Chronic atrial fibrillation,,,,NA,NA,NA,
I48.3,I483,DEFAULT,3,Typical atrial flutter,,,,NA,NA,NA,
I48.4,I484,DEFAULT,3,Atypical atrial flutter,,,,NA,NA,NA,
I48.9,I489,DEFAULT,3,"Atrial fibrillation and atrial flutter, unspecified",,,,NA,NA,NA,
I48.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I48.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I48,I48,DEFAULT,3,Atrial fibrillation and flutter,,,,NA,NA,NA,
