code,alt_code,usage,usage_uk,description,modifier_4,modifier_5,qualifiers,gender_mask,min_age,max_age,tree_description
X65.3,X653,DEFAULT,0,Intentional self-poisoning by and exposure to alcohol,Sports and athletics area,,,NA,NA,NA,
X65.4,X654,DEFAULT,0,Intentional self-poisoning by and exposure to alcohol,Street and highway,,,NA,NA,NA,
X65.5,X655,DEFAULT,0,Intentional self-poisoning by and exposure to alcohol,Trade and service area,,,NA,NA,NA,
X65.6,X656,DEFAULT,0,Intentional self-poisoning by and exposure to alcohol,Industrial and construction area,,,NA,NA,NA,
X65.7,X657,DEFAULT,0,Intentional self-poisoning by and exposure to alcohol,Farm,,,NA,NA,NA,
X65.8,X658,DEFAULT,0,Intentional self-poisoning by and exposure to alcohol,Other specified places,,,NA,NA,NA,
X65.9,X659,DEFAULT,0,Intentional self-poisoning by and exposure to alcohol,Unspecified place,,,NA,NA,NA,
Y15,Y15,DEFAULT,0,"Poisoning by and exposure to alcohol, undetermined intent",,,,NA,NA,NA,
Y15.0,Y150,DEFAULT,0,"Poisoning by and exposure to alcohol, undetermined intent",Home,,,NA,NA,NA,
Y15.1,Y151,DEFAULT,0,"Poisoning by and exposure to alcohol, undetermined intent",Residential institution,,,NA,NA,NA,
Y15.2,Y152,DEFAULT,0,"Poisoning by and exposure to alcohol, undetermined intent","School, other institution and public administrative area",,,NA,NA,NA,
Y15.3,Y153,DEFAULT,0,"Poisoning by and exposure to alcohol, undetermined intent",Sports and athletics area,,,NA,NA,NA,
Y15.4,Y154,DEFAULT,0,"Poisoning by and exposure to alcohol, undetermined intent",Street and highway,,,NA,NA,NA,
Y15.5,Y155,DEFAULT,0,"Poisoning by and exposure to alcohol, undetermined intent",Trade and service area,,,NA,NA,NA,
Y15.6,Y156,DEFAULT,0,"Poisoning by and exposure to alcohol, undetermined intent",Industrial and construction area,,,NA,NA,NA,
Y15.7,Y157,DEFAULT,0,"Poisoning by and exposure to alcohol, undetermined intent",Farm,,,NA,NA,NA,
Y15.8,Y158,DEFAULT,0,"Poisoning by and exposure to alcohol, undetermined intent",Other specified places,,,NA,NA,NA,
Y15.9,Y159,DEFAULT,0,"Poisoning by and exposure to alcohol, undetermined intent",Unspecified place,,,NA,NA,NA,
