prodcodeid,dmdid,termfromemis,productname,formulation,routeofadministration,drugsubstancename,substancestrength,bnfchapter,drugissues
879441000033118,36033211000001105,Methotrexate 500mg/20ml solution for injection vials,Methotrexate 500mg/20ml solution for injection vials,Solution for injection,Intraarterial/ Intramuscular/ Intravenous,Methotrexate sodium,25.000mg/1.000ml,8010300,60
884741000033118,,Methotrexate  Injection  2.5 mg/1 ml,,,,,,,1000
884841000033111,,Methotrexate  Injection  25 mg/1 ml,,,,,,,4000
884941000033115,,Methotrexate  Injection  500 mg/vial,,,,,,,2
900241000033114,326874007,Methotrexate 2.5mg tablets,Methotrexate 2.5mg tablets,Tablet,Oral,Methotrexate,2.500mg,10010300,9000000
902541000033110,326875008,Methotrexate 10mg tablets,Methotrexate 10mg tablets,Tablet,Oral,Methotrexate,10.000mg,10010300,800000
904041000033112,,Methotrexate  Tablets  25 mg,,,,,,,8
957841000033118,624711000001105,Neotigason 10mg capsules (Teva UK Ltd),Neotigason 10mg capsules,Capsule,Oral,Acitretin,10.000mg,,3000
957941000033114,684311000001103,Neotigason 25mg capsules (Teva UK Ltd),Neotigason 25mg capsules,Capsule,Oral,Acitretin,25.000mg,,2000
958341000033114,456811000001107,Neoral 100mg capsules (Novartis Pharmaceuticals UK Ltd),Neoral 100mg capsules,Capsule,Oral,Ciclosporin,100.000mg,,200000
958441000033115,660811000001100,Neoral 25mg capsules (Novartis Pharmaceuticals UK Ltd),Neoral 25mg capsules,Capsule,Oral,Ciclosporin,25.000mg,,200000
958541000033119,319211000001101,Neoral 50mg capsules (Novartis Pharmaceuticals UK Ltd),Neoral 50mg capsules,Capsule,Oral,Ciclosporin,50.000mg,,300000
964241000033115,3490411000001109,Neoral 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd),Neoral 100mg/ml oral solution,Oral solution,Oral,Ciclosporin,100.000mg/1.000ml,,20000
1221841000033110,347811000001104,Sandimmun 25mg capsules (Novartis Pharmaceuticals UK Ltd),Sandimmun 25mg capsules,Capsule,Oral,Ciclosporin,25.000mg,,5000
1221941000033119,172611000001109,Sandimmun 100mg capsules (Novartis Pharmaceuticals UK Ltd),Sandimmun 100mg capsules,Capsule,Oral,Ciclosporin,100.000mg,,7000
1222041000033113,638611000001108,Sandimmun 50mg capsules (Novartis Pharmaceuticals UK Ltd),Sandimmun 50mg capsules,Capsule,Oral,Ciclosporin,50.000mg,,3000
1242041000033111,,Sandimmun  Intravenous infusion  50 mg/ml,,,,,,,30
1247941000033110,3490711000001103,Sandimmun 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd),Sandimmun 100mg/ml oral solution,Oral solution,Oral,Ciclosporin,100.000mg/1.000ml,,2000
1657941000033110,303511000001103,Neoral 10mg capsules (Novartis Pharmaceuticals UK Ltd),Neoral 10mg capsules,Capsule,Oral,Ciclosporin,10.000mg,,8000
2056141000033119,36032911000001108,Methotrexate 1g/10ml solution for injection vials,Methotrexate 1g/10ml solution for injection vials,Solution for injection,Intramuscular/ Intraarterial/ Intravenous,Methotrexate sodium,100.000mg/1.000ml,8010300,200
2056241000033114,36033511000001108,Methotrexate 5g/50ml solution for infusion vials,Methotrexate 5g/50ml solution for infusion vials,Solution for infusion,Intravenous/ Intraarterial/ Intramuscular,Methotrexate sodium,100.000mg/1.000ml,8010300,30
2668441000033113,8665711000001107,Methotrexate 2.5mg/5ml oral suspension,Methotrexate 2.5mg/5ml oral suspension,Oral suspension,Oral,Methotrexate,500.000microgram/1.000ml,10010300,900
2873641000033115,8665311000001108,Methotrexate 15mg/5ml oral solution,Methotrexate 15mg/5ml oral solution,Oral solution,Oral,Methotrexate,3.000mg/1.000ml,10010300,300
2924041000033115,8664911000001105,Methotrexate 10mg/5ml oral solution,Methotrexate 10mg/5ml oral solution,Oral solution,Oral,Methotrexate,2.000mg/1.000ml,10010300,2000
3086941000033119,327090002,Ciclosporin 10mg capsules,Ciclosporin 10mg capsules,Capsule,Oral,Ciclosporin,10.000mg,8020200,5000
3087041000033118,327082002,Ciclosporin 25mg capsules,Ciclosporin 25mg capsules,Capsule,Oral,Ciclosporin,25.000mg,8020200,200000
3087141000033119,327083007,Ciclosporin 100mg capsules,Ciclosporin 100mg capsules,Capsule,Oral,Ciclosporin,100.000mg,8020200,200000
3087241000033114,327085000,Ciclosporin 50mg capsules,Ciclosporin 50mg capsules,Capsule,Oral,Ciclosporin,50.000mg,8020200,200000
3087341000033116,36139311000001109,Ciclosporin 100mg/ml oral solution sugar free,Ciclosporin 100mg/ml oral solution sugar free,Oral solution,Oral,Ciclosporin,100.000mg/1.000ml,8020200,30000
3092941000033116,326991007,Hydroxycarbamide 500mg capsules,Hydroxycarbamide 500mg capsules,Capsule,Oral,Hydroxycarbamide,500.000mg,8010500,600000
3156841000033113,36140311000001101,Ciclosporin 50mg/1ml solution for infusion ampoules,Ciclosporin 50mg/1ml solution for infusion ampoules,Solution for infusion,Intravenous,Ciclosporin,50.000mg/1.000ml,8020200,10
3156941000033117,36139511000001103,Ciclosporin 250mg/5ml solution for infusion ampoules,Ciclosporin 250mg/5ml solution for infusion ampoules,Solution for infusion,Intravenous,Ciclosporin,50.000mg/1.000ml,8020200,6
3157041000033116,911911000001101,Sandimmun 50mg/1ml concentrate for solution for infusion ampoules (Novartis Pharmaceuticals UK Ltd),Sandimmun 50mg/1ml concentrate for solution for infusion ampoules,Solution for infusion,Intravenous,Ciclosporin,50.000mg/1.000ml,,1
3157141000033117,88611000001108,Sandimmun 250mg/5ml concentrate for solution for infusion ampoules (Novartis Pharmaceuticals UK Ltd),Sandimmun 250mg/5ml concentrate for solution for infusion ampoules,Solution for infusion,Intravenous,Ciclosporin,50.000mg/1.000ml,,1
3835441000033114,9468811000001109,Methotrexate 25mg/1ml solution for injection pre-filled syringes,Methotrexate 25mg/1ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intramuscular,Methotrexate sodium,25.000mg/1.000ml,8010300,4000
3836441000033117,8665011000001105,Methotrexate 10mg/5ml oral suspension,Methotrexate 10mg/5ml oral suspension,Oral suspension,Oral,Methotrexate,2.000mg/1.000ml,10010300,300
3868841000033111,8666111000001100,Methotrexate 7.5mg/5ml oral suspension,Methotrexate 7.5mg/5ml oral suspension,Oral suspension,Oral,Methotrexate,1.500mg/1.000ml,10010300,200
3869641000033118,10676011000001109,Methotrexate 7.5mg/0.75ml solution for injection pre-filled syringes,Methotrexate 7.5mg/0.75ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,10.000mg/1.000ml,10010300,500
3869741000033110,10675611000001107,Methotrexate 10mg/1ml solution for injection pre-filled syringes,Methotrexate 10mg/1ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Subcutaneous/ Intravenous,Methotrexate sodium,10.000mg/1.000ml,10010300,2000
3869841000033117,10675711000001103,Methotrexate 15mg/1.5ml solution for injection pre-filled syringes,Methotrexate 15mg/1.5ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intramuscular/ Intravenous,Methotrexate sodium,10.000mg/1.000ml,10010300,2000
3869941000033113,10675811000001106,Methotrexate 20mg/2ml solution for injection pre-filled syringes,Methotrexate 20mg/2ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Intravenous/ Subcutaneous,Methotrexate sodium,10.000mg/1.000ml,10010300,2000
3870041000033114,10675911000001101,Methotrexate 25mg/2.5ml solution for injection pre-filled syringes,Methotrexate 25mg/2.5ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Subcutaneous/ Intravenous,Methotrexate sodium,10.000mg/1.000ml,10010300,1000
3870141000033113,10672611000001103,Metoject 7.5mg/0.75ml solution for injection pre-filled syringes (medac UK),Metoject 7.5mg/0.75ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,10.000mg/1.000ml,,100
3870241000033118,10672911000001109,Metoject 10mg/1ml solution for injection pre-filled syringes (medac UK),Metoject 10mg/1ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,10.000mg/1.000ml,,400
3870341000033111,10673211000001106,Metoject 15mg/1.5ml solution for injection pre-filled syringes (medac UK),Metoject 15mg/1.5ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,10.000mg/1.000ml,,500
3870441000033117,10673511000001109,Metoject 20mg/2ml solution for injection pre-filled syringes (medac UK),Metoject 20mg/2ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,10.000mg/1.000ml,,600
3870541000033116,10674011000001104,Metoject 25mg/2.5ml solution for injection pre-filled syringes (medac UK),Metoject 25mg/2.5ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,10.000mg/1.000ml,,200
3906941000033111,9468411000001107,Methotrexate 15mg/0.6ml solution for injection pre-filled syringes,Methotrexate 15mg/0.6ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Subcutaneous,Methotrexate sodium,25.000mg/1.000ml,8010300,2000
4020841000033119,9468311000001100,Methotrexate 12.5mg/0.5ml solution for injection pre-filled syringes,Methotrexate 12.5mg/0.5ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intramuscular,Methotrexate sodium,25.000mg/1.000ml,8010300,700
4590841000033114,13967911000001100,Hydroxycarbamide 1g tablets,Hydroxycarbamide 1g tablets,Tablet,Oral,Hydroxycarbamide,1.000gram,9010300,3000
4590941000033118,13955911000001104,Siklos 1000mg tablets (Masters Pharmaceuticals Ltd),Siklos 1000mg tablets,Tablet,Oral,Hydroxycarbamide,1.000gram,,5
5078841000033112,15518311000001104,Methotrexate 7.5mg/0.15ml solution for injection pre-filled syringes,Methotrexate 7.5mg/0.15ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,10010300,4000
5079041000033113,15517911000001104,Methotrexate 10mg/0.2ml solution for injection pre-filled syringes,Methotrexate 10mg/0.2ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Intravenous/ Subcutaneous,Methotrexate sodium,50.000mg/1.000ml,10010300,10000
5079141000033112,15518011000001102,Methotrexate 15mg/0.3ml solution for injection pre-filled syringes,Methotrexate 15mg/0.3ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Intravenous/ Subcutaneous,Methotrexate sodium,50.000mg/1.000ml,10010300,20000
5079241000033117,15518111000001101,Methotrexate 20mg/0.4ml solution for injection pre-filled syringes,Methotrexate 20mg/0.4ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intramuscular/ Intravenous,Methotrexate sodium,50.000mg/1.000ml,10010300,30000
5079341000033110,15518211000001107,Methotrexate 25mg/0.5ml solution for injection pre-filled syringes,Methotrexate 25mg/0.5ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,10010300,10000
5079641000033119,15513111000001105,Metoject 7.5mg/0.15ml solution for injection pre-filled syringes (medac UK),Metoject 7.5mg/0.15ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,1000
5079741000033111,15513411000001100,Metoject 10mg/0.2ml solution for injection pre-filled syringes (medac UK),Metoject 10mg/0.2ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,4000
5079941000033114,15513711000001106,Metoject 15mg/0.3ml solution for injection pre-filled syringes (medac UK),Metoject 15mg/0.3ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,7000
5080041000033113,15514311000001109,Metoject 20mg/0.4ml solution for injection pre-filled syringes (medac UK),Metoject 20mg/0.4ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,10000
5080141000033112,15514011000001106,Metoject 25mg/0.5ml solution for injection pre-filled syringes (medac UK),Metoject 25mg/0.5ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,5000
5100541000033112,12623611000001104,Hydroxycarbamide 500mg/5ml oral solution,Hydroxycarbamide 500mg/5ml oral solution,Oral solution,Oral,Hydroxycarbamide,100.000mg/1.000ml,8010500,1000
5334641000033116,16306911000001100,Deximune 100mg capsules (Dexcel-Pharma Ltd),Deximune 100mg capsules,Capsule,Oral,Ciclosporin,100.000mg,,2000
5334741000033113,16306711000001102,Deximune 50mg capsules (Dexcel-Pharma Ltd),Deximune 50mg capsules,Capsule,Oral,Ciclosporin,50.000mg,,2000
5334841000033115,16306511000001107,Deximune 25mg capsules (Dexcel-Pharma Ltd),Deximune 25mg capsules,Capsule,Oral,Ciclosporin,25.000mg,,1000
5891641000033110,17665811000001108,Capimune 100mg capsules (Viatris UK Healthcare Ltd),Capimune 100mg capsules,Capsule,Oral,Ciclosporin,100.000mg,,2000
5891741000033118,17666911000001105,Capimune 25mg capsules (Viatris UK Healthcare Ltd),Capimune 25mg capsules,Capsule,Oral,Ciclosporin,25.000mg,,1000
5891841000033111,17665611000001109,Capimune 50mg capsules (Viatris UK Healthcare Ltd),Capimune 50mg capsules,Capsule,Oral,Ciclosporin,50.000mg,,2000
5897341000033114,11655411000001103,Acitretin 5mg/5ml oral solution,Acitretin 5mg/5ml oral solution,Oral solution,Oral,Acitretin,1.000mg/1.000ml,13050200,20
5897441000033115,11655511000001104,Acitretin 5mg/5ml oral suspension,Acitretin 5mg/5ml oral suspension,Oral suspension,Oral,Acitretin,1.000mg/1.000ml,13050200,200
6037041000033116,18245711000001104,Methotrexate 30mg/0.6ml solution for injection pre-filled syringes,Methotrexate 30mg/0.6ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Intravenous/ Subcutaneous,Methotrexate,50.000mg/1.000ml,10010300,200
6037141000033117,18208411000001106,Metoject 30mg/0.6ml solution for injection pre-filled syringes (medac UK),Metoject 30mg/0.6ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate,50.000mg/1.000ml,,20
6071841000033115,9468511000001106,Methotrexate 17.5mg/0.7ml solution for injection pre-filled syringes,Methotrexate 17.5mg/0.7ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intramuscular,Methotrexate sodium,25.000mg/1.000ml,8010300,500
6377141000033119,19224611000001108,Metoject 12.5mg/0.25ml solution for injection pre-filled syringes (medac UK),Metoject 12.5mg/0.25ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,700
6377241000033114,19225111000001101,Metoject 17.5mg/0.35ml solution for injection pre-filled syringes (medac UK),Metoject 17.5mg/0.35ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,1000
6377341000033116,19225411000001106,Metoject 22.5mg/0.45ml solution for injection pre-filled syringes (medac UK),Metoject 22.5mg/0.45ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,200
6380841000033115,19231311000001104,Methotrexate 12.5mg/0.25ml solution for injection pre-filled syringes,Methotrexate 12.5mg/0.25ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Intravenous/ Subcutaneous,Methotrexate sodium,50.000mg/1.000ml,10010300,2000
6380941000033111,19231411000001106,Methotrexate 17.5mg/0.35ml solution for injection pre-filled syringes,Methotrexate 17.5mg/0.35ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Subcutaneous/ Intravenous,Methotrexate sodium,50.000mg/1.000ml,10010300,3000
6381041000033118,19231511000001105,Methotrexate 22.5mg/0.45ml solution for injection pre-filled syringes,Methotrexate 22.5mg/0.45ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Subcutaneous/ Intravenous,Methotrexate sodium,50.000mg/1.000ml,10010300,1000
6381141000033119,19231611000001109,Methotrexate 27.5mg/0.55ml solution for injection pre-filled syringes,Methotrexate 27.5mg/0.55ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Intravenous/ Subcutaneous,Methotrexate sodium,50.000mg/1.000ml,10010300,20
6388041000033113,19345811000001103,Hydroxycarbamide 100mg tablets,Hydroxycarbamide 100mg tablets,Tablet,Oral,Hydroxycarbamide,100.000mg,9010300,2000
6388141000033112,19313611000001106,Siklos 100mg tablets (Masters Pharmaceuticals Ltd),Siklos 100mg tablets,Tablet,Oral,Hydroxycarbamide,100.000mg,,40
6390741000033112,19377311000001100,Capsorin 25mg capsules (Morningside Healthcare Ltd),Capsorin 25mg capsules,Capsule,Oral,Ciclosporin,25.000mg,,400
6390841000033119,19377111000001102,Capsorin 50mg capsules (Morningside Healthcare Ltd),Capsorin 50mg capsules,Capsule,Oral,Ciclosporin,50.000mg,,600
6390941000033110,19376911000001102,Capsorin 100mg capsules (Morningside Healthcare Ltd),Capsorin 100mg capsules,Capsule,Oral,Ciclosporin,100.000mg,,900
6526541000033110,19976011000001106,Methotrexate 20mg/1ml solution for injection pre-filled syringes,Methotrexate 20mg/1ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,20.000mg/1.000ml,10010300,400
6526641000033111,19976111000001107,Methotrexate 25mg/1.25ml solution for injection pre-filled syringes,Methotrexate 25mg/1.25ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Intravenous/ Subcutaneous,Methotrexate sodium,20.000mg/1.000ml,10010300,200
6526741000033119,19976211000001101,Methotrexate 30mg/1.5ml solution for injection pre-filled syringes,Methotrexate 30mg/1.5ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Subcutaneous/ Intravenous,Methotrexate sodium,20.000mg/1.000ml,10010300,2
6526841000033112,19956011000001109,Ebetrex 20mg/1ml solution for injection pre-filled syringes (Sandoz Ltd),Ebetrex 20mg/1ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,20.000mg/1.000ml,,7
8112741000033111,9468611000001105,Methotrexate 20mg/0.8ml solution for injection pre-filled syringes,Methotrexate 20mg/0.8ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intramuscular,Methotrexate sodium,25.000mg/1.000ml,8010300,2000
9106441000033118,24054811000001101,Dimethyl fumarate 120mg gastro-resistant capsules,Dimethyl fumarate 120mg gastro-resistant capsules,Gastro-resistant capsule,Oral,Dimethyl fumarate,120.000mg,8020400,200
9106841000033115,24055011000001106,Dimethyl fumarate 240mg gastro-resistant capsules,Dimethyl fumarate 240mg gastro-resistant capsules,Gastro-resistant capsule,Oral,Dimethyl fumarate,240.000mg,8020400,300
9107541000033119,24034811000001102,Tecfidera 120mg gastro-resistant capsules (Biogen Idec Ltd),Tecfidera 120mg gastro-resistant capsules,Gastro-resistant capsule,Oral,Dimethyl fumarate,120.000mg,,1000
9107641000033118,24035111000001108,Tecfidera 240mg gastro-resistant capsules (Biogen Idec Ltd),Tecfidera 240mg gastro-resistant capsules,Gastro-resistant capsule,Oral,Dimethyl fumarate,240.000mg,,900
9175541000033116,24510211000001101,Hydroxycarbamide 500mg/5ml oral suspension,Hydroxycarbamide 500mg/5ml oral suspension,Oral suspension,Oral,Hydroxycarbamide,100.000mg/1.000ml,8010500,600
9290641000033115,24595211000001109,Methotrexate 7.5mg/0.15ml solution for injection pre-filled disposable devices,Methotrexate 7.5mg/0.15ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,10010300,9000
9290741000033112,24594311000001100,Methotrexate 10mg/0.2ml solution for injection pre-filled disposable devices,Methotrexate 10mg/0.2ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,10010300,30000
9290841000033119,24594411000001107,Methotrexate 12.5mg/0.25ml solution for injection pre-filled disposable devices,Methotrexate 12.5mg/0.25ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,10010300,10000
9290941000033110,24594511000001106,Methotrexate 15mg/0.3ml solution for injection pre-filled disposable devices,Methotrexate 15mg/0.3ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,10010300,50000
9291041000033117,24594611000001105,Methotrexate 17.5mg/0.35ml solution for injection pre-filled disposable devices,Methotrexate 17.5mg/0.35ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,10010300,10000
9291141000033118,24594711000001101,Methotrexate 20mg/0.4ml solution for injection pre-filled disposable devices,Methotrexate 20mg/0.4ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,10010300,80000
9291241000033113,24594811000001109,Methotrexate 22.5mg/0.45ml solution for injection pre-filled disposable devices,Methotrexate 22.5mg/0.45ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,10010300,9000
9291341000033115,24594911000001104,Methotrexate 25mg/0.5ml solution for injection pre-filled disposable devices,Methotrexate 25mg/0.5ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,10010300,50000
9291441000033114,24595011000001104,Methotrexate 27.5mg/0.55ml solution for injection pre-filled disposable devices,Methotrexate 27.5mg/0.55ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,10010300,80
9291541000033110,24595111000001103,Methotrexate 30mg/0.6ml solution for injection pre-filled disposable devices,Methotrexate 30mg/0.6ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,10010300,600
9291641000033111,24588411000001102,Metoject PEN 7.5mg/0.15ml solution for injection pre-filled pens (medac UK),Metoject PEN 7.5mg/0.15ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,8000
9291741000033119,24590211000001100,Metoject PEN 10mg/0.2ml solution for injection pre-filled pens (medac UK),Metoject PEN 10mg/0.2ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,20000
9291841000033112,24589911000001102,Metoject PEN 12.5mg/0.25ml solution for injection pre-filled pens (medac UK),Metoject PEN 12.5mg/0.25ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,10000
9291941000033116,24589611000001108,Metoject PEN 15mg/0.3ml solution for injection pre-filled pens (medac UK),Metoject PEN 15mg/0.3ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,60000
9292041000033110,24591111000001100,Metoject PEN 17.5mg/0.35ml solution for injection pre-filled pens (medac UK),Metoject PEN 17.5mg/0.35ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,10000
9292141000033114,24590811000001104,Metoject PEN 20mg/0.4ml solution for injection pre-filled pens (medac UK),Metoject PEN 20mg/0.4ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,80000
9292241000033119,24590411000001101,Metoject PEN 22.5mg/0.45ml solution for injection pre-filled pens (medac UK),Metoject PEN 22.5mg/0.45ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,8000
9292341000033112,24589311000001103,Metoject PEN 25mg/0.5ml solution for injection pre-filled pens (medac UK),Metoject PEN 25mg/0.5ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,60000
9292441000033118,24589011000001101,Metoject PEN 27.5mg/0.55ml solution for injection pre-filled pens (medac UK),Metoject PEN 27.5mg/0.55ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,60
9292541000033117,24588711000001108,Metoject PEN 30mg/0.6ml solution for injection pre-filled pens (medac UK),Metoject PEN 30mg/0.6ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,300
9956441000033114,28338911000001102,Vanquoral 100mg capsules (Teva UK Ltd),Vanquoral 100mg capsules,Capsule,Oral,Ciclosporin,100.000mg,,300
9956541000033110,28337411000001106,Vanquoral 50mg capsules (Teva UK Ltd),Vanquoral 50mg capsules,Capsule,Oral,Ciclosporin,50.000mg,,300
9956641000033111,28335911000001108,Vanquoral 25mg capsules (Teva UK Ltd),Vanquoral 25mg capsules,Capsule,Oral,Ciclosporin,25.000mg,,200
10211941000033118,28789211000001106,Apremilast 30mg tablets,Apremilast 30mg tablets,Tablet,Oral,Apremilast,30.000mg,10010300,1000
10212041000033112,28770611000001108,Otezla 30mg tablets (Amgen Ltd),Otezla 30mg tablets,Tablet,Oral,Apremilast,30.000mg,,200
10212241000033116,28771711000001107,Otezla tablets treatment initiation pack (Amgen Ltd),Otezla tablets treatment initiation pack,Not applicable,,,,,30
10615741000033116,29934611000001109,Vanquoral 10mg capsules (Teva UK Ltd),Vanquoral 10mg capsules,Capsule,Oral,Ciclosporin,10.000mg,,70
