prodcodeid,dmdid,termfromemis,productname,formulation,routeofadministration,drugsubstancename,substancestrength,bnfchapter,drugissues
425841000033111,724611000001106,Dermovate 0.05% ointment (GlaxoSmithKline UK Ltd),Dermovate 0.05% ointment,Ointment,Cutaneous,Clobetasol propionate,500.000microgram/1.000gram,,900000
440041000033114,645811000001104,Dioderm 0.1% cream (Dermal Laboratories Ltd),Dioderm 0.1% cream,Cream,Cutaneous,Hydrocortisone,1.000mg/1.000gram,,10000
440141000033113,9011000001106,Diprosone 0.05% cream (Organon Pharma (UK) Ltd),Diprosone 0.05% cream,Cream,Cutaneous,Betamethasone dipropionate,500.000microgram/1.000gram,,100000
440441000033117,331904003,Diflucortolone 0.1% cream,Diflucortolone 0.1% cream,Cream,Cutaneous,Diflucortolone valerate,1.000mg/1.000gram,13040000,9000
454441000033110,611311000001103,Diprosalic 0.05%/3% ointment (Organon Pharma (UK) Ltd),Diprosalic 0.05%/3% ointment,Ointment,Cutaneous,Betamethasone dipropionate/ Salicylic acid,500.000microgram/1.000gram + 30.000mg/1.000gram,,800000
454541000033111,878711000001109,Diprosone 0.05% ointment (Organon Pharma (UK) Ltd),Diprosone 0.05% ointment,Ointment,Cutaneous,Betamethasone dipropionate,500.000microgram/1.000gram,,60000
454641000033112,331906001,Diflucortolone 0.1% ointment,Diflucortolone 0.1% ointment,Ointment,Cutaneous,Diflucortolone valerate,1.000mg/1.000gram,13040000,3000
455041000033117,36098411000001106,Diflucortolone 0.3% oily cream,Diflucortolone 0.3% oily cream,Cream,Cutaneous,Diflucortolone valerate,3.000mg/1.000gram,13040000,10000
455141000033118,331908000,Diflucortolone 0.3% ointment,Diflucortolone 0.3% ointment,Ointment,Cutaneous,Diflucortolone valerate,3.000mg/1.000gram,13040000,4000
455241000033113,36098311000001104,Diflucortolone 0.1% oily cream,Diflucortolone 0.1% oily cream,Cream,Cutaneous,Diflucortolone valerate,1.000mg/1.000gram,13040000,20000
459241000033110,4023711000001108,Diprosone 0.05% lotion (Organon Pharma (UK) Ltd),Diprosone 0.05% lotion,Liquid,Cutaneous,Betamethasone dipropionate,500.000microgram/1.000ml,,10000
493641000033115,674411000001103,Econacort cream (Bristol-Myers Squibb Pharmaceuticals Ltd),Econacort cream,Cream,Cutaneous,Econazole nitrate/ Hydrocortisone,10.000mg/1.000gram + 10.000mg/1.000gram,,60000
494041000033112,,Eczederm With Hydrocortisone  Cream  ,,,,,,,100
497641000033113,151811000001101,Efcortelan 0.5% cream (Chemidex Pharma Ltd),Efcortelan 0.5% cream,Cream,Cutaneous,Hydrocortisone,5.000mg/1.000gram,,60000
497741000033116,575811000001106,Efcortelan 1% cream (Chemidex Pharma Ltd),Efcortelan 1% cream,Cream,Cutaneous,Hydrocortisone,10.000mg/1.000gram,,200000
497841000033114,439211000001103,Efcortelan 2.5% cream (GlaxoSmithKline UK Ltd),Efcortelan 2.5% cream,Cream,Cutaneous,Hydrocortisone,25.000mg/1.000gram,,20000
498341000033118,,Efcortelan  Lotion  1 %,,,,,,,500
498641000033114,2928411000001108,Efcortelan 0.5% ointment (Chemidex Pharma Ltd),Efcortelan 0.5% ointment,Ointment,Cutaneous,Hydrocortisone,5.000mg/1.000gram,,20000
498741000033117,2931211000001102,Efcortelan 1% ointment (Chemidex Pharma Ltd),Efcortelan 1% ointment,Ointment,Cutaneous,Hydrocortisone,10.000mg/1.000gram,,80000
498841000033110,2932511000001107,Efcortelan 2.5% ointment (Chemidex Pharma Ltd),Efcortelan 2.5% ointment,Ointment,Cutaneous,Hydrocortisone,25.000mg/1.000gram,,10000
503241000033112,498811000001102,Elocon 0.1% cream (Organon Pharma (UK) Ltd),Elocon 0.1% cream,Cream,Cutaneous,Mometasone furoate,1.000mg/1.000gram,,600000
504841000033113,188811000001100,Elocon 0.1% scalp lotion (Organon Pharma (UK) Ltd),Elocon 0.1% scalp lotion,Liquid,Cutaneous,Mometasone furoate,1.000mg/1.000gram,,70000
505141000033118,338611000001100,Elocon 0.1% ointment (Organon Pharma (UK) Ltd),Elocon 0.1% ointment,Ointment,Cutaneous,Mometasone furoate,1.000mg/1.000gram,,500000
552641000033114,390011000001104,Eumovate 0.05% cream (GlaxoSmithKline UK Ltd),Eumovate 0.05% cream,Cream,Cutaneous,Clobetasone butyrate,500.000microgram/1.000gram,,2000000
552841000033110,646411000001105,Eurax Hydrocortisone cream (Novartis Consumer Health UK Ltd),Eurax Hydrocortisone cream,Cream,Cutaneous,Crotamiton/ Hydrocortisone,100.000mg/1.000gram + 2.500mg/1.000gram,,400000
555341000033113,353411000001105,Eumovate 0.05% ointment (GlaxoSmithKline UK Ltd),Eumovate 0.05% ointment,Ointment,Cutaneous,Clobetasone butyrate,500.000microgram/1.000gram,,1000000
579941000033112,331944005,Fluocinolone acetonide 0.025% cream,Fluocinolone acetonide 0.025% cream,Cream,Cutaneous,Fluocinolone acetonide,250.000microgram/1.000gram,13040000,90000
580141000033110,331950000,Fluocinonide 0.05% cream,Fluocinonide 0.05% cream,Cream,Cutaneous,Fluocinonide,500.000microgram/1.000gram,13040000,40000
580241000033115,332055005,Fluticasone 0.05% cream,Fluticasone 0.05% cream,Cream,Cutaneous,Fluticasone propionate,500.000microgram/1.000gram,13040000,50000
580641000033117,331941002,Fluocinolone acetonide 0.0025% cream,Fluocinolone acetonide 0.0025% cream,Cream,Cutaneous,Fluocinolone acetonide,25.000microgram/1.000gram,13040000,20000
580741000033114,331940001,Fluocinolone acetonide 0.00625% cream,Fluocinolone acetonide 0.00625% cream,Cream,Cutaneous,Fluocinolone acetonide,62.500microgram/1.000gram,13040000,40000
580841000033116,,Fluocinolone Acetonide  Cream  0.01 %,,,,,,,300
583941000033119,331938006,Fluocinolone acetonide 0.025% gel,Fluocinolone acetonide 0.025% gel,Gel,Cutaneous,Fluocinolone acetonide,250.000microgram/1.000gram,13040000,100000
589141000033119,331939003,Fluocinolone acetonide 0.025% ointment,Fluocinolone acetonide 0.025% ointment,Ointment,Cutaneous,Fluocinolone acetonide,250.000microgram/1.000gram,13040000,80000
589241000033114,331951001,Fluocinonide 0.05% ointment,Fluocinonide 0.05% ointment,Ointment,Cutaneous,Fluocinonide,500.000microgram/1.000gram,13040000,60000
589341000033116,332058007,Fluticasone 0.005% ointment,Fluticasone 0.005% ointment,Ointment,Cutaneous,Fluticasone propionate,50.000microgram/1.000gram,13040000,20000
589641000033112,331937001,Fluocinolone acetonide 0.00625% ointment,Fluocinolone acetonide 0.00625% ointment,Ointment,Cutaneous,Fluocinolone acetonide,62.500microgram/1.000gram,13040000,20000
589741000033115,,Fluocinolone Acetonide  Ointment  0.01 %,,,,,,,100
591841000033113,,Fluocinonide  Scalp lotion  0.05 %,,,,,,,1000
616541000033113,399111000001108,Fucibet cream (LEO Pharma),Fucibet cream,Cream,Cutaneous,Betamethasone valerate/ Fusidic acid,1.000mg/1.000gram + 20.000mg/1.000gram,,2000000
616641000033114,2903711000001100,Fucidin H cream (LEO Pharma),Fucidin H cream,Cream,Cutaneous,Fusidic acid/ Hydrocortisone acetate,20.000mg/1.000gram + 10.000mg/1.000gram,,2000000
617241000033114,,Fucidin H  Gel  ,,,,,,,30000
618041000033119,2905011000001101,Fucidin H ointment (LEO Pharma),Fucidin H ointment,Ointment,Cutaneous,Hydrocortisone acetate/ Sodium fusidate,10.000mg/1.000gram + 20.000mg/1.000gram,,300000
658541000033115,331981009,Halcinonide 0.1% cream,Halcinonide 0.1% cream,Cream,Cutaneous,Halcinonide,1.000mg/1.000gram,13040000,1000
658641000033119,3675411000001109,Haelan 0.0125% cream (Typharm Ltd),Haelan 0.0125% cream,Cream,Cutaneous,Fludroxycortide,125.000microgram/1.000gram,,80000
658741000033111,,Haelan-X  Cream  0.05 %,,,,,,,30
658841000033118,,Haelan-C  Cream  ,,,,,,,6000
658941000033114,3994011000001105,Halciderm Topical 0.1% cream (Bristol-Myers Squibb Pharmaceuticals Ltd),Halciderm Topical 0.1% cream,Cream,Cutaneous,Halcinonide,1.000mg/1.000gram,,3000
661041000033110,3825111000001109,Haelan 0.0125% ointment (Typharm Ltd),Haelan 0.0125% ointment,Ointment,Cutaneous,Fludroxycortide,125.000microgram/1.000gram,,30000
661141000033114,,Haelan-X  Ointment  0.05 %,,,,,,,40
661241000033119,,Haelan-C  Ointment  ,,,,,,,3000
729241000033115,346990001,Hydrocortisone 0.5% cream,Hydrocortisone 0.5% cream,Cream,Cutaneous,Hydrocortisone,5.000mg/1.000gram,13040000,2000000
729341000033113,331661006,Hydrocortisone 2.5% cream,Hydrocortisone 2.5% cream,Cream,Cutaneous,Hydrocortisone,25.000mg/1.000gram,13040000,400000
729541000033118,,Hydrocortisone And Neomycin  Cream  ,,,,,,,100
729741000033114,331998009,Hydrocortisone butyrate 0.1% cream,Hydrocortisone butyrate 0.1% cream,Cream,Cutaneous,Hydrocortisone butyrate,1.000mg/1.000gram,13040000,200000
729941000033112,331680008,Hydrocortisone 0.1% cream,Hydrocortisone 0.1% cream,Cream,Cutaneous,Hydrocortisone,1.000mg/1.000gram,13040000,400000
730241000033112,346992009,Hydrocortisone 1% cream,Hydrocortisone 1% cream,Cream,Cutaneous,Hydrocortisone,10.000mg/1.000gram,13040000,10000000
732141000033116,331995007,Hydrocortisone 0.1% topical emulsion,Hydrocortisone 0.1% topical emulsion,Liquid,Cutaneous,Hydrocortisone butyrate,1.000mg/1.000gram,13040000,2000
737341000033115,,Hydrocortisone Butyrate  Lipocream  0.1 %,,,,,,,50000
737841000033112,,Hydrocortisone  Lotion  1 %,,,,,,,2000
737941000033116,36056811000001103,Hydrocortisone butyrate 0.1% scalp lotion,Hydrocortisone butyrate 0.1% scalp lotion,Liquid,Cutaneous,Hydrocortisone butyrate,1.000mg/1.000ml,13040000,30000
739241000033118,353223001,Hydrocortisone 0.5% ointment,Hydrocortisone 0.5% ointment,Ointment,Cutaneous,Hydrocortisone,5.000mg/1.000gram,13040000,600000
739341000033111,331695005,Hydrocortisone 2.5% ointment,Hydrocortisone 2.5% ointment,Ointment,Cutaneous,Hydrocortisone,25.000mg/1.000gram,13040000,200000
739541000033116,332000007,Hydrocortisone butyrate 0.1% ointment,Hydrocortisone butyrate 0.1% ointment,Ointment,Cutaneous,Hydrocortisone butyrate,1.000mg/1.000gram,13040000,60000
740041000033115,347949006,Hydrocortisone 1% ointment,Hydrocortisone 1% ointment,Ointment,Cutaneous,Hydrocortisone,10.000mg/1.000gram,13040000,4000000
842841000033112,2899411000001101,Lotriderm cream (Organon Pharma (UK) Ltd),Lotriderm cream,Cream,Cutaneous,Betamethasone dipropionate/ Clotrimazole,640.000microgram/1.000gram + 10.000mg/1.000gram,,300000
842941000033116,137411000001107,Locoid C cream (Astellas Pharma Ltd),Locoid C cream,Cream,Cutaneous,Chlorquinaldol/ Hydrocortisone butyrate,30.000mg/1.000gram + 1.000mg/1.000gram,,70000
843441000033117,3356211000001107,Locoid 0.1% cream (Neon Healthcare Ltd),Locoid 0.1% cream,Cream,Cutaneous,Hydrocortisone butyrate,1.000mg/1.000gram,,200000
843541000033116,3357011000001104,Locoid 0.1% Lipocream (Neon Healthcare Ltd),Locoid 0.1% Lipocream,Cream,Cutaneous,Hydrocortisone butyrate,1.000mg/1.000gram,,300000
844041000033112,4019211000001107,Locoid Crelo 0.1% topical emulsion (Neon Healthcare Ltd),Locoid Crelo 0.1% topical emulsion,Liquid,Cutaneous,Hydrocortisone butyrate,1.000mg/1.000gram,,9000
844941000033113,3779011000001107,Locoid 0.1% scalp lotion (Neon Healthcare Ltd),Locoid 0.1% scalp lotion,Liquid,Cutaneous,Hydrocortisone butyrate,1.000mg/1.000ml,,60000
847641000033113,911811000001106,Locoid 0.1% ointment (Neon Healthcare Ltd),Locoid 0.1% ointment,Ointment,Cutaneous,Hydrocortisone butyrate,1.000mg/1.000gram,,80000
847741000033116,4369911000001100,Locoid C ointment (Astellas Pharma Ltd),Locoid C ointment,Ointment,Cutaneous,Chlorquinaldol/ Hydrocortisone butyrate,30.000mg/1.000gram + 1.000mg/1.000gram,,40000
874441000033119,3182011000001103,Metosyn FAPG 0.05% cream (Reig Jofre UK Ltd),Metosyn FAPG 0.05% cream,Cream,Cutaneous,Fluocinonide,500.000microgram/1.000gram,,80000
888741000033111,3180811000001108,Metosyn 0.05% ointment (Reig Jofre UK Ltd),Metosyn 0.05% ointment,Ointment,Cutaneous,Fluocinonide,500.000microgram/1.000gram,,100000
890841000033119,,Metosyn  Scalp lotion  0.05 %,,,,,,,5000
915841000033116,4774211000001104,Mildison Lipocream 1% cream (Karo Pharma),Mildison Lipocream 1% cream,Cream,Cutaneous,Hydrocortisone,10.000mg/1.000gram,,80000
923841000033112,332049000,Mometasone 0.1% cream,Mometasone 0.1% cream,Cream,Cutaneous,Mometasone furoate,1.000mg/1.000gram,13040000,2000000
923941000033116,2894811000001103,Modrasone 0.05% cream (Teva UK Ltd),Modrasone 0.05% cream,Cream,Cutaneous,Alclometasone dipropionate,500.000microgram/1.000gram,,90000
929641000033114,332051001,Mometasone 0.1% scalp lotion,Mometasone 0.1% scalp lotion,Liquid,Cutaneous,Mometasone furoate,1.000mg/1.000gram,13040000,100000
931241000033114,332050000,Mometasone 0.1% ointment,Mometasone 0.1% ointment,Ointment,Cutaneous,Mometasone furoate,1.000mg/1.000gram,13040000,2000000
931341000033116,2895311000001106,Modrasone 0.05% ointment (Teva UK Ltd),Modrasone 0.05% ointment,Ointment,Cutaneous,Alclometasone dipropionate,500.000microgram/1.000gram,,50000
959041000033116,3835911000001109,Nerisone 0.1% cream (Meadow Laboratories Ltd),Nerisone 0.1% cream,Cream,Cutaneous,Diflucortolone valerate,1.000mg/1.000gram,,20000
963441000033116,322911000001105,Nerisone 0.1% oily cream (Meadow Laboratories Ltd),Nerisone 0.1% oily cream,Cream,Cutaneous,Diflucortolone valerate,1.000mg/1.000gram,,80000
963541000033115,3836511000001109,Nerisone Forte 0.3% oily cream (Meadow Laboratories Ltd),Nerisone Forte 0.3% oily cream,Cream,Cutaneous,Diflucortolone valerate,3.000mg/1.000gram,,20000
963641000033119,3962011000001102,Nerisone Forte 0.3% ointment (Meadow Laboratories Ltd),Nerisone Forte 0.3% ointment,Ointment,Cutaneous,Diflucortolone valerate,3.000mg/1.000gram,,7000
963841000033118,3961311000001108,Nerisone 0.1% ointment (Meadow Laboratories Ltd),Nerisone 0.1% ointment,Ointment,Cutaneous,Diflucortolone valerate,1.000mg/1.000gram,,6000
1112741000033119,692311000001106,Propaderm 0.025% cream (GlaxoSmithKline UK Ltd),Propaderm 0.025% cream,Cream,Cutaneous,Beclometasone dipropionate,250.000microgram/1.000gram,,80000
1124741000033118,434111000001108,Propaderm 0.025% ointment (GlaxoSmithKline UK Ltd),Propaderm 0.025% ointment,Ointment,Cutaneous,Beclometasone dipropionate,250.000microgram/1.000gram,,100000
1124941000033115,,Propaderm-A  Ointment  ,,,,,,,10000
1147941000033113,,Quinoderm With Hydrocortisone  Cream  ,,,,,,,4000
1399441000033111,4181111000001105,Synalar C cream (Reig Jofre UK Ltd),Synalar C cream,Cream,Cutaneous,Clioquinol/ Fluocinolone acetonide,30.000mg/1.000gram + 250.000microgram/1.000gram,,30000
1399541000033112,264611000001109,Synalar 0.025% cream (Reig Jofre UK Ltd),Synalar 0.025% cream,Cream,Cutaneous,Fluocinolone acetonide,250.000microgram/1.000gram,,200000
1399741000033116,4182011000001101,Synalar N cream (Reig Jofre UK Ltd),Synalar N cream,Cream,Cutaneous,Fluocinolone acetonide/ Neomycin sulfate,250.000microgram/1.000gram + 5.000mg/1.000gram,,20000
1399841000033114,9511000001103,Synalar 1 in 4 Dilution 0.00625% cream (Reig Jofre UK Ltd),Synalar 1 in 4 Dilution 0.00625% cream,Cream,Cutaneous,Fluocinolone acetonide,62.500microgram/1.000gram,,70000
1399941000033118,3679711000001101,Synalar 1 in 10 Dilution 0.0025% cream (Reig Jofre UK Ltd),Synalar 1 in 10 Dilution 0.0025% cream,Cream,Cutaneous,Fluocinolone acetonide,25.000microgram/1.000gram,,30000
1400241000033112,427911000001103,Synalar 0.025% gel (Reig Jofre UK Ltd),Synalar 0.025% gel,Gel,Cutaneous,Fluocinolone acetonide,250.000microgram/1.000gram,,300000
1402141000033116,434611000001100,Synalar 0.025% ointment (Reig Jofre UK Ltd),Synalar 0.025% ointment,Ointment,Cutaneous,Fluocinolone acetonide,250.000microgram/1.000gram,,100000
1402241000033111,3855911000001108,Synalar C ointment (Reig Jofre UK Ltd),Synalar C ointment,Ointment,Cutaneous,Clioquinol/ Fluocinolone acetonide,30.000mg/1.000gram + 250.000microgram/1.000gram,,20000
1402341000033118,3859211000001101,Synalar N ointment (Reig Jofre UK Ltd),Synalar N ointment,Ointment,Cutaneous,Fluocinolone acetonide/ Neomycin sulfate,250.000microgram/1.000gram + 5.000mg/1.000gram,,20000
1402441000033112,8387911000001105,Synalar 1 in 4 Dilution 0.00625% ointment (Reig Jofre UK Ltd),Synalar 1 in 4 Dilution 0.00625% ointment,Ointment,Cutaneous,Fluocinolone acetonide,62.500microgram/1.000gram,,50000
1415341000033111,3693411000001103,Terra-Cortril Nystatin cream (Pfizer Ltd),Terra-Cortril Nystatin cream,Cream,Cutaneous,Hydrocortisone/ Nystatin/ Oxytetracycline calcium,10.000mg/1.000gram + 100000.000iu/1.000gram + 30.000mg/1.000gram,,20000
1421741000033116,21116111000001108,Terra-Cortril ointment (Esteve Pharmaceuticals Ltd),Terra-Cortril ointment,Ointment,Cutaneous,Hydrocortisone/ Oxytetracycline hydrochloride,10.000mg/1.000gram + 30.000mg/1.000gram,,90000
1437341000033114,93111000001108,Timodine cream (Alliance Pharmaceuticals Ltd),Timodine cream,Cream,Cutaneous,Benzalkonium chloride/ Dimeticone 350/ Hydrocortisone/ Nystatin,1.000mg/1.000gram + 100.000mg/1.000gram + 5.000mg/1.000gram + 100000.000unit/1.000gram + 100000.000unit/1.000gram,,3000000
1456341000033111,,Triamcinolone  Cream  0.1 %,,,,,,,2000
1456641000033115,422211000001109,Trimovate cream (Ennogen Healthcare Ltd),Trimovate cream,Cream,Cutaneous,Clobetasone butyrate/ Nystatin/ Oxytetracycline calcium,500.000microgram/1.000gram + 100000.000unit/1.000gram + 100000.000unit/1.000gram + 30.000mg/1.000gram,,2000000
1463441000033119,,Triamcinolone  Ointment  0.1 %,,,,,,,900
1463741000033114,,Trimovate  Ointment  ,,,,,,,20000
1482941000033115,3764811000001109,Ultralanum Plain cream (Meadow Laboratories Ltd),Ultralanum Plain cream,Cream,Cutaneous,Fluocortolone hexanoate/ Fluocortolone pivalate,2.500mg/1.000gram + 2.500mg/1.000gram,,10000
1484341000033113,4418311000001102,Ultralanum Plain ointment (Meadow Laboratories Ltd),Ultralanum Plain ointment,Ointment,Cutaneous,Fluocortolone/ Fluocortolone hexanoate,2.500mg/1.000gram + 2.500mg/1.000gram,,10000
1515541000033112,595711000001105,Vioform-Hydrocortisone cream (Novartis Consumer Health UK Ltd),Vioform-Hydrocortisone cream,Cream,Cutaneous,Clioquinol/ Hydrocortisone,30.000mg/1.000gram + 10.000mg/1.000gram,,100000
1521141000033113,875811000001105,Vioform-Hydrocortisone ointment (Novartis Consumer Health UK Ltd),Vioform-Hydrocortisone ointment,Ointment,Cutaneous,Clioquinol/ Hydrocortisone,30.000mg/1.000gram + 10.000mg/1.000gram,,70000
1845541000033115,331746003,Hydrocortisone 1% / Clotrimazole 1% cream,,,,,,,4000000
1846141000033117,331849001,Betamethasone valerate 0.1% / Fusidic acid 2% cream,Betamethasone valerate 0.1% / Fusidic acid 2% cream,Cream,Cutaneous,Betamethasone valerate/ Fusidic acid,1.000mg/1.000gram + 20.000mg/1.000gram,13040000,3000000
1846241000033112,331742001,Hydrocortisone acetate 1% / Fusidic acid 2% cream,Hydrocortisone acetate 1% / Fusidic acid 2% cream,Cream,Cutaneous,Fusidic acid/ Hydrocortisone acetate,20.000mg/1.000gram + 10.000mg/1.000gram,13040000,2000000
1846441000033113,331745004,Hydrocortisone 1% / Miconazole 2% cream,Hydrocortisone 1% / Miconazole 2% cream,Cream,Cutaneous,Hydrocortisone/ Miconazole nitrate,10.000mg/1.000gram + 20.000mg/1.000gram,13040000,5000000
1846541000033114,331744000,Hydrocortisone 1% / Miconazole 2% ointment,Hydrocortisone 1% / Miconazole 2% ointment,Ointment,Cutaneous,Hydrocortisone/ Miconazole nitrate,10.000mg/1.000gram + 20.000mg/1.000gram,13040000,1000000
2017641000033118,331832008,Betamethasone dipropionate 0.05% scalp lotion,Betamethasone dipropionate 0.05% scalp lotion,Liquid,Cutaneous,Betamethasone dipropionate,500.000microgram/1.000ml,13040000,20000
2104641000033116,375668004,Betamethasone dipropionate 0.05% cream,Betamethasone dipropionate 0.05% cream,Cream,Cutaneous,Betamethasone dipropionate,500.000microgram/1.000gram,13040000,80000
2613041000033114,507311000001100,Canesten Hydrocortisone cream (Bayer Plc),Canesten Hydrocortisone cream,Cream,Cutaneous,Clotrimazole/ Hydrocortisone acetate,10.000mg/1.000gram + 10.000mg/1.000gram,,40000
